entity_type,entity_id,topic_id,weight,analyzed_at
opportunity,98379632,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379632,5,0.9380105108510431,2026-09-04T06:34:12+00:00
opportunity,98379632,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379632,7,0.046887594182907714,2026-09-04T06:34:12+00:00
opportunity,98379632,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379632,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379632,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379632,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379632,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379632,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379721,0,0.0020536391560216825,2026-09-04T06:34:12+00:00
opportunity,98379721,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379721,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379721,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379721,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379721,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379721,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379721,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379721,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379721,9,0.982641986245044,2026-09-04T06:34:12+00:00
opportunity,98379721,10,0.000629273110878461,2026-09-04T06:34:12+00:00
opportunity,98379721,11,0.014675101488056005,2026-09-04T06:34:12+00:00
opportunity,98379721,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379721,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,5,0.005988246478668718,2026-09-04T06:34:12+00:00
opportunity,98379723,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,9,0.9940117535213313,2026-09-04T06:34:12+00:00
opportunity,98379723,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379723,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379724,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379724,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379724,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379724,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379724,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379724,5,0.05775215584260496,2026-09-04T06:34:12+00:00
opportunity,98379724,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379724,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379724,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379724,9,0.8875660929918905,2026-09-04T06:34:12+00:00
opportunity,98379724,10,0.016024542885796158,2026-09-04T06:34:12+00:00
opportunity,98379724,11,0.022590961044568734,2026-09-04T06:34:12+00:00
opportunity,98379724,12,0.016066247235139636,2026-09-04T06:34:12+00:00
opportunity,98379724,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,0,0.006413171173192664,2026-09-04T06:34:12+00:00
opportunity,98379725,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,9,0.9935868288268074,2026-09-04T06:34:12+00:00
opportunity,98379725,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379725,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379750,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379750,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379750,2,0.9274578896032742,2026-09-04T06:34:12+00:00
opportunity,98379750,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379750,4,0.011881104081223748,2026-09-04T06:34:12+00:00
opportunity,98379750,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379750,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379750,7,0.025570461941021194,2026-09-04T06:34:12+00:00
opportunity,98379750,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379750,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379750,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379750,11,0.020843842486706808,2026-09-04T06:34:12+00:00
opportunity,98379750,12,0.01424670188777396,2026-09-04T06:34:12+00:00
opportunity,98379750,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379754,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379754,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379754,2,0.910181550887934,2026-09-04T06:34:12+00:00
opportunity,98379754,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379754,4,0.06635254877026496,2026-09-04T06:34:12+00:00
opportunity,98379754,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379754,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379754,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379754,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379754,9,0.02346590034180111,2026-09-04T06:34:12+00:00
opportunity,98379754,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379754,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379754,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379754,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,2,1.0,2026-09-04T06:34:12+00:00
opportunity,98379760,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379760,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,2,1.0,2026-09-04T06:34:12+00:00
opportunity,98379762,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379762,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,3,0.9939684531045881,2026-09-04T06:34:12+00:00
opportunity,98379769,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,6,0.006031546895411823,2026-09-04T06:34:12+00:00
opportunity,98379769,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379769,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,2,0.9568303908016791,2026-09-04T06:34:12+00:00
opportunity,98379771,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,7,0.04316960919832083,2026-09-04T06:34:12+00:00
opportunity,98379771,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,12,0.0,2026-09-04T06:34:12+00:00
opportunity,98379771,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,0,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,1,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,9,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379784,12,1.0,2026-09-04T06:34:12+00:00
opportunity,98379784,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379794,0,0.24769471368165483,2026-09-04T06:34:12+00:00
opportunity,98379794,1,0.04172286667745773,2026-09-04T06:34:12+00:00
opportunity,98379794,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379794,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379794,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379794,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379794,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379794,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379794,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379794,9,0.2666507222339624,2026-09-04T06:34:12+00:00
opportunity,98379794,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379794,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379794,12,0.443931697406925,2026-09-04T06:34:12+00:00
opportunity,98379794,13,0.0,2026-09-04T06:34:12+00:00
opportunity,98379796,0,0.29036017285782406,2026-09-04T06:34:12+00:00
opportunity,98379796,1,0.04297984877464717,2026-09-04T06:34:12+00:00
opportunity,98379796,2,0.0,2026-09-04T06:34:12+00:00
opportunity,98379796,3,0.0,2026-09-04T06:34:12+00:00
opportunity,98379796,4,0.0,2026-09-04T06:34:12+00:00
opportunity,98379796,5,0.0,2026-09-04T06:34:12+00:00
opportunity,98379796,6,0.0,2026-09-04T06:34:12+00:00
opportunity,98379796,7,0.0,2026-09-04T06:34:12+00:00
opportunity,98379796,8,0.0,2026-09-04T06:34:12+00:00
opportunity,98379796,9,0.2523757950164854,2026-09-04T06:34:12+00:00
opportunity,98379796,10,0.0,2026-09-04T06:34:12+00:00
opportunity,98379796,11,0.0,2026-09-04T06:34:12+00:00
opportunity,98379796,12,0.4142841833510434,2026-09-04T06:34:12+00:00
